date,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,symbol
2021-06-01,3608.6,3624.71,3626.07,3581.91,352811412,471663104000.0,1.22,0.26,9.23,0.74,000001.SH
2021-06-02,3626.33,3597.14,3629.29,3584.6,348558420,454678065152.0,1.23,-0.76,-27.57,0.73,000001.SH
2021-06-03,3595.42,3584.21,3618.51,3584.21,354233032,443506528256.0,0.95,-0.36,-12.93,0.74,000001.SH
2021-06-04,3565.47,3591.84,3618.8,3561.89,330893038,435280519168.0,1.59,0.21,7.63,0.69,000001.SH
2021-06-07,3597.14,3599.54,3600.38,3581.9,303718676,432219951104.0,0.51,0.21,7.7,0.64,000001.SH
2021-06-08,3598.75,3580.11,3621.52,3563.25,304491471,443161808896.0,1.62,-0.54,-19.43,0.64,000001.SH
2021-06-09,3576.8,3591.4,3598.71,3572.64,298323297,403236323328.0,0.73,0.32,11.29,0.62,000001.SH
2021-06-10,3587.53,3610.86,3624.34,3584.13,318174807,442117283840.0,1.12,0.54,19.46,0.67,000001.SH
2021-06-11,3614.11,3589.75,3614.4,3587.15,360554970,495372693504.0,0.75,-0.58,-21.11,0.75,000001.SH
2021-06-15,3587.47,3556.56,3592.95,3547.19,349168566,444719206400.0,1.27,-0.92,-33.19,0.73,000001.SH
2021-06-16,3556.71,3518.33,3561.09,3513.56,312597307,410609315840.0,1.34,-1.07,-38.23,0.65,000001.SH
2021-06-17,3508.32,3525.6,3534.2,3507.35,277229919,388761042944.0,0.76,0.21,7.27,0.58,000001.SH
2021-06-18,3520.5,3525.1,3535.62,3503.18,296708585,446297403392.0,0.92,-0.01,-0.5,0.62,000001.SH
2021-06-21,3515.5,3529.18,3540.3,3504.01,280898276,426562789376.0,1.03,0.12,4.08,0.59,000001.SH
2021-06-22,3539.79,3557.41,3560.19,3536.81,307536399,437092257792.0,0.66,0.8,28.23,0.64,000001.SH
2021-06-23,3559.4,3566.22,3577.47,3549.85,310709519,470347636736.0,0.78,0.25,8.81,0.65,000001.SH
2021-06-24,3568.58,3566.65,3570.49,3548.82,335440755,461273595904.0,0.61,0.01,0.43,0.7,000001.SH
2021-06-25,3567.38,3607.56,3614.3,3564.52,346087831,483898970112.0,1.4,1.15,40.91,0.72,000001.SH
2021-06-28,3612.25,3606.37,3614.36,3594.22,321274975,456029593600.0,0.56,-0.03,-1.19,0.67,000001.SH
2021-06-29,3601.68,3573.18,3601.83,3570.53,306071178,440898703360.0,0.87,-0.92,-33.19,0.64,000001.SH
2021-06-30,3572.62,3591.2,3594.12,3569.5,268162819,414698377216.0,0.69,0.5,18.02,0.56,000001.SH
2021-07-01,3600.55,3588.78,3607.7,3573.94,291883192,450639036416.0,0.94,-0.07,-2.42,0.61,000001.SH
2021-07-02,3569.89,3518.76,3569.89,3514.34,291945549,452263194624.0,1.55,-1.95,-70.02,0.61,000001.SH
2021-07-05,3516.92,3534.32,3534.32,3510.58,288094838,445431943168.0,0.67,0.44,15.56,0.6,000001.SH
2021-07-06,3533.13,3530.26,3538.35,3496.93,314070211,492886900736.0,1.17,-0.11,-4.06,0.66,000001.SH
2021-07-07,3508.59,3553.72,3557.88,3504.47,318839188,457607651328.0,1.51,0.66,23.46,0.67,000001.SH
2021-07-08,3557.22,3525.5,3558.68,3521.06,350877857,526858674176.0,1.06,-0.79,-28.22,0.73,000001.SH
2021-07-09,3512.23,3524.09,3529.31,3485.05,349884316,493020839936.0,1.26,-0.04,-1.41,0.73,000001.SH
2021-07-12,3545.2,3547.84,3565.03,3527.39,403639557,564759281664.0,1.07,0.67,23.75,0.84,000001.SH
2021-07-13,3547.59,3566.52,3567.48,3542.82,362416712,511917232128.0,0.7,0.53,18.68,0.76,000001.SH
2021-07-14,3560.83,3528.5,3560.83,3525.49,372221722,507716415488.0,0.99,-1.07,-38.02,0.78,000001.SH
2021-07-15,3519.06,3564.59,3565.93,3514.26,363259164,507481841664.0,1.46,1.02,36.09,0.76,000001.SH
2021-07-16,3559.53,3539.3,3566.0,3537.73,366014779,518640631808.0,0.79,-0.71,-25.29,0.77,000001.SH
2021-07-19,3530.49,3539.12,3544.88,3506.34,336760947,486952460288.0,1.09,-0.01,-0.18,0.7,000001.SH
2021-07-20,3515.07,3536.79,3538.64,3509.19,293780595,422649888768.0,0.83,-0.07,-2.33,0.61,000001.SH
2021-07-21,3543.05,3562.66,3569.09,3543.05,338978747,517239988224.0,0.74,0.73,25.87,0.71,000001.SH
2021-07-22,3563.66,3574.73,3576.47,3558.29,381067054,566769500160.0,0.51,0.34,12.07,0.8,000001.SH
2021-07-23,3571.72,3550.4,3571.85,3541.51,446421245,604195151872.0,0.85,-0.68,-24.33,0.93,000001.SH
2021-07-26,3538.01,3467.44,3538.01,3424.74,442882204,639061192704.0,3.19,-2.34,-82.96,0.93,000001.SH
2021-07-27,3467.45,3381.18,3483.87,3380.28,469075443,702741086208.0,2.99,-2.49,-86.26,0.98,000001.SH
2021-07-28,3355.82,3361.59,3385.54,3312.72,395825418,564697718784.0,2.15,-0.58,-19.59,0.83,000001.SH
2021-07-29,3403.84,3411.72,3416.61,3382.57,344569428,539748855808.0,1.01,1.49,50.13,0.72,000001.SH
2021-07-30,3398.2,3397.36,3404.88,3370.45,381440955,568820969472.0,1.01,-0.42,-14.36,0.8,000001.SH
2021-08-02,3385.69,3464.29,3464.29,3367.64,432927872,657885782016.0,2.84,1.97,66.93,0.91,000001.SH
2021-08-03,3446.78,3447.99,3470.66,3435.46,400698081,603419197440.0,1.02,-0.47,-16.3,0.84,000001.SH
2021-08-04,3442.94,3477.22,3477.6,3440.78,348744218,546820755456.0,1.07,0.85,29.23,0.73,000001.SH
2021-08-05,3461.72,3466.55,3486.16,3449.39,348436923,540401111040.0,1.06,-0.31,-10.67,0.73,000001.SH
2021-08-06,3465.48,3458.23,3466.39,3436.93,336824399,516406644736.0,0.85,-0.24,-8.32,0.7,000001.SH
2021-08-09,3441.75,3494.63,3502.84,3438.7,349910095,539498930176.0,1.85,1.05,36.4,0.73,000001.SH
2021-08-10,3488.66,3529.93,3529.93,3477.06,345112993,553440313344.0,1.51,1.01,35.3,0.72,000001.SH
2021-08-11,3527.11,3532.62,3544.09,3524.04,383783555,541942730752.0,0.57,0.08,2.69,0.8,000001.SH
2021-08-12,3522.72,3524.74,3538.4,3513.45,381074593,538163449856.0,0.71,-0.22,-7.88,0.8,000001.SH
2021-08-13,3514.47,3516.3,3540.08,3500.8,378187282,532907855872.0,1.11,-0.24,-8.44,0.79,000001.SH
2021-08-16,3514.34,3517.34,3537.85,3510.9,391099722,535458942976.0,0.77,0.03,1.04,0.82,000001.SH
2021-08-17,3512.11,3446.98,3531.72,3438.12,422885804,570430623744.0,2.66,-2.0,-70.36,0.88,000001.SH
2021-08-18,3442.35,3485.29,3487.44,3437.69,389203756,535463067648.0,1.44,1.11,38.31,0.81,000001.SH
2021-08-19,3475.3,3465.55,3480.46,3446.01,382383032,537926524928.0,0.99,-0.57,-19.74,0.8,000001.SH
2021-08-20,3442.51,3427.33,3453.15,3394.97,391136919,552667602944.0,1.68,-1.1,-38.22,0.82,000001.SH
2021-08-23,3436.8,3477.13,3481.25,3436.67,384727439,564308156416.0,1.3,1.45,49.8,0.8,000001.SH
2021-08-24,3482.27,3514.47,3522.7,3481.14,430236462,616084140032.0,1.2,1.07,37.34,0.9,000001.SH
2021-08-25,3517.92,3540.38,3540.39,3510.07,450047020,598611869696.0,0.86,0.74,25.91,0.94,000001.SH
2021-08-26,3537.31,3501.66,3537.32,3499.45,502903148,622393475072.0,1.07,-1.09,-38.72,1.05,000001.SH
