date,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,symbol
2020-08-10,9004.96,9079.26,9147.45,8926.02,198435914,277145587712.0,2.43,-0.18,-16.67,6.64,399005.SZ
2020-08-11,9078.26,8974.46,9208.05,8960.26,214134991,279814045696.0,2.73,-1.15,-104.8,7.17,399005.SZ
2020-08-12,8962.39,8916.45,8995.14,8698.26,210188582,268959772672.0,3.31,-0.65,-58.01,7.03,399005.SZ
2020-08-13,8956.89,8892.37,8972.84,8856.82,186906435,223360765952.0,1.3,-0.27,-24.08,6.25,399005.SZ
2020-08-14,8870.1,9024.89,9035.44,8855.71,180260874,218227785728.0,2.02,1.49,132.52,6.03,399005.SZ
2020-08-17,9033.06,9180.78,9188.1,9004.64,217041068,267983417344.0,2.03,1.73,155.89,7.26,399005.SZ
2020-08-18,9177.49,9175.17,9208.13,9102.79,214556257,266781630464.0,1.15,-0.06,-5.61,7.18,399005.SZ
2020-08-19,9156.66,8991.01,9156.66,8986.06,221565540,266826326016.0,1.86,-2.01,-184.16,7.41,399005.SZ
2020-08-20,8933.7,8898.06,8992.71,8860.6,176361183,207934414848.0,1.47,-1.03,-92.95,5.9,399005.SZ
2020-08-21,8998.54,9057.33,9109.87,8990.46,170599619,217299197952.0,1.34,1.79,159.27,5.71,399005.SZ
2020-08-24,9152.27,9212.4,9238.21,9060.19,162529359,216734875648.0,1.97,1.71,155.07,5.44,399005.SZ
2020-08-25,9233.7,9171.0,9271.03,9139.01,167025533,206771273728.0,1.43,-0.45,-41.4,5.59,399005.SZ
2020-08-26,9207.74,9029.22,9226.62,8994.53,177671360,221310664704.0,2.53,-1.55,-141.78,5.95,399005.SZ
2020-08-27,9048.28,9070.45,9083.36,8958.23,140870154,176197476352.0,1.39,0.46,41.23,4.71,399005.SZ
2020-08-28,9047.17,9269.86,9279.18,9026.3,147000614,187543027712.0,2.79,2.2,199.41,4.92,399005.SZ
2020-08-31,9294.86,9155.03,9324.53,9155.03,161174321,212705505280.0,1.83,-1.24,-114.83,5.39,399005.SZ
2020-09-01,9138.62,9239.14,9239.14,9097.74,137271386,185668661248.0,1.54,0.92,84.11,4.59,399005.SZ
2020-09-02,9277.22,9268.3,9310.78,9185.58,148976428,195569307648.0,1.36,0.32,29.16,4.99,399005.SZ
2020-09-03,9253.26,9159.9,9264.87,9128.93,147879654,186406744064.0,1.47,-1.17,-108.4,4.95,399005.SZ
2020-09-04,8957.98,9084.62,9099.77,8953.53,134699581,163717726208.0,1.6,-0.82,-75.28,4.51,399005.SZ
2020-09-07,9064.61,8809.04,9110.56,8771.12,163264709,199729184768.0,3.74,-3.03,-275.58,5.46,399005.SZ
2020-09-08,8826.89,8769.84,8847.46,8669.33,153996580,168848789504.0,2.02,-0.44,-39.2,5.15,399005.SZ
2020-09-09,8645.67,8486.74,8645.67,8412.04,195054277,197582106624.0,2.66,-3.23,-283.1,6.53,399005.SZ
2020-09-10,8595.68,8453.89,8656.48,8434.17,169868457,169357762560.0,2.62,-0.39,-32.85,5.68,399005.SZ
2020-09-11,8448.48,8613.31,8613.31,8448.48,128618299,140651327488.0,1.95,1.89,159.42,4.3,399005.SZ
2020-09-14,8655.67,8651.32,8717.25,8583.41,132724623,153508544512.0,1.55,0.44,38.01,4.44,399005.SZ
2020-09-15,8650.43,8760.73,8761.9,8624.41,124461012,144936194048.0,1.59,1.26,109.41,4.17,399005.SZ
2020-09-16,8736.13,8672.97,8760.19,8620.29,120611028,141259808768.0,1.6,-1.0,-87.76,4.04,399005.SZ
2020-09-17,8633.93,8681.44,8746.38,8569.34,119128888,147076849664.0,2.04,0.1,8.47,3.99,399005.SZ
2020-09-18,8681.06,8828.56,8828.56,8672.78,129057569,159110037504.0,1.79,1.69,147.12,4.32,399005.SZ
2020-09-21,8851.57,8742.81,8855.61,8731.24,126739656,158654754816.0,1.41,-0.97,-85.75,4.24,399005.SZ
2020-09-22,8687.02,8661.88,8789.11,8632.23,118711703,142232252416.0,1.79,-0.93,-80.93,3.97,399005.SZ
2020-09-23,8692.79,8726.64,8753.34,8653.9,97884982,124912373760.0,1.15,0.75,64.76,3.28,399005.SZ
2020-09-24,8661.74,8548.53,8680.57,8548.53,112771412,131992883200.0,1.51,-2.04,-178.11,3.77,399005.SZ
2020-09-25,8591.08,8559.04,8624.45,8525.26,95440722,117968621568.0,1.16,0.12,10.51,3.19,399005.SZ
2020-09-28,8596.67,8545.33,8625.66,8541.36,88646272,112243027968.0,0.98,-0.16,-13.71,2.97,399005.SZ
2020-09-29,8613.69,8646.25,8685.11,8582.6,88372401,116656185344.0,1.2,1.18,100.92,2.96,399005.SZ
2020-09-30,8668.65,8671.94,8755.81,8609.43,88958595,116277231616.0,1.69,0.3,25.69,2.98,399005.SZ
2020-10-09,8866.72,8936.37,8963.0,8843.64,116116355,160062894080.0,1.38,3.05,264.43,3.89,399005.SZ
2020-10-12,8995.84,9178.36,9178.36,8987.58,155791406,209481732096.0,2.13,2.71,241.99,5.21,399005.SZ
2020-10-13,9160.02,9296.21,9313.52,9124.28,122137631,175295922176.0,2.06,1.28,117.85,4.09,399005.SZ
2020-10-14,9283.2,9209.53,9283.2,9185.51,135804104,182940459008.0,1.05,-0.93,-86.68,4.54,399005.SZ
2020-10-15,9221.65,9162.76,9244.09,9156.45,131328891,167419105280.0,0.95,-0.51,-46.77,4.39,399005.SZ
2020-10-16,9150.42,9071.6,9173.28,9011.05,113777101,149733720064.0,1.77,-0.99,-91.16,3.81,399005.SZ
2020-10-19,9153.51,9015.77,9166.26,8997.1,108932900,144833110016.0,1.86,-0.62,-55.83,3.65,399005.SZ
2020-10-20,9010.2,9144.07,9144.07,8978.76,98652595,133857435648.0,1.83,1.42,128.3,3.3,399005.SZ
2020-10-21,9145.01,9028.83,9145.01,8974.68,99648008,139507208192.0,1.86,-1.26,-115.24,3.33,399005.SZ
2020-10-22,8999.81,8998.07,9021.66,8906.97,92914604,129420668928.0,1.27,-0.34,-30.76,3.11,399005.SZ
2020-10-23,9017.02,8816.06,9065.74,8805.92,95346337,132391391232.0,2.89,-2.02,-182.01,3.19,399005.SZ
2020-10-26,8777.1,8921.21,8968.06,8691.35,95085097,131000410112.0,3.14,1.19,105.15,3.18,399005.SZ
2020-10-27,8890.4,9003.96,9016.67,8874.37,95231316,135120478208.0,1.6,0.93,82.75,3.19,399005.SZ
2020-10-28,9010.74,9124.27,9164.67,8951.82,109477911,161156124672.0,2.36,1.34,120.31,3.66,399005.SZ
2020-10-29,8985.39,9173.54,9226.67,8973.65,109862277,158660743168.0,2.77,0.54,49.27,3.68,399005.SZ
2020-10-30,9193.88,8967.11,9197.99,8941.34,126159997,180281892864.0,2.8,-2.25,-206.43,4.22,399005.SZ
2020-11-02,8969.35,9061.86,9082.83,8953.99,119208556,168516755456.0,1.44,1.06,94.75,3.99,399005.SZ
2020-11-03,9108.61,9138.47,9165.79,9056.33,113054866,157880766464.0,1.21,0.85,76.61,3.78,399005.SZ
2020-11-04,9134.78,9201.43,9217.81,9109.06,102552568,147558776832.0,1.19,0.69,62.96,3.43,399005.SZ
2020-11-05,9306.52,9372.01,9372.96,9240.14,125467689,181017247744.0,1.44,1.85,170.58,4.2,399005.SZ
2020-11-06,9393.82,9329.94,9393.82,9231.47,127770578,192329863168.0,1.73,-0.45,-42.07,4.28,399005.SZ
2020-11-09,9389.99,9496.82,9559.81,9389.99,158673725,230295490560.0,1.82,1.79,166.88,5.31,399005.SZ
2020-11-10,9471.22,9374.3,9471.22,9323.96,136204943,201435328512.0,1.55,-1.29,-122.52,4.56,399005.SZ
2020-11-11,9327.2,9150.37,9374.42,9148.19,122656100,177455738880.0,2.41,-2.39,-223.93,4.1,399005.SZ
2020-11-12,9202.21,9188.39,9231.73,9147.21,106575022,145858260992.0,0.92,0.42,38.02,3.57,399005.SZ
2020-11-13,9185.4,9144.65,9193.8,9088.85,109079421,156064972800.0,1.14,-0.48,-43.74,3.65,399005.SZ
2020-11-16,9164.78,9150.15,9169.36,9019.97,129497820,179856113664.0,1.63,0.06,5.5,4.33,399005.SZ
2020-11-17,9138.21,9068.26,9138.21,8974.27,132885000,183237926912.0,1.79,-0.89,-81.89,4.45,399005.SZ
2020-11-18,9035.57,9000.42,9062.44,8945.77,125942740,162499571712.0,1.29,-0.75,-67.84,4.21,399005.SZ
2020-11-19,8993.63,9083.93,9105.32,8937.16,124591150,157110317056.0,1.87,0.93,83.51,4.17,399005.SZ
2020-11-20,9106.18,9135.08,9146.88,9076.27,123285745,160349765632.0,0.78,0.56,51.15,4.13,399005.SZ
2020-11-23,9144.18,9148.57,9190.42,9067.09,152265331,193310277632.0,1.35,0.15,13.49,5.1,399005.SZ
2020-11-24,9155.33,9118.2,9164.62,9071.68,145870881,184386830336.0,1.02,-0.33,-30.37,4.88,399005.SZ
2020-11-25,9126.53,8962.49,9148.83,8960.07,147093466,181180776448.0,2.07,-1.71,-155.71,4.92,399005.SZ
2020-11-26,8966.24,8942.48,8991.66,8832.09,124669829,154495586304.0,1.78,-0.22,-20.01,4.17,399005.SZ
2020-11-27,8966.5,9028.19,9028.19,8917.51,121071488,146789920768.0,1.24,0.96,85.71,4.05,399005.SZ
2020-11-30,9063.78,9042.47,9118.59,8988.38,141408522,180814200832.0,1.44,0.16,14.28,4.73,399005.SZ
2020-12-01,9024.88,9195.28,9200.2,9014.17,139703611,174303207424.0,2.06,1.69,152.81,4.68,399005.SZ
2020-12-02,9194.84,9176.63,9215.53,9108.09,141007363,176979234816.0,1.17,-0.2,-18.65,4.72,399005.SZ
2020-12-03,9172.09,9205.93,9227.67,9149.83,141857523,170633531392.0,0.85,0.32,29.3,4.75,399005.SZ
2020-12-04,9194.86,9273.68,9286.62,9179.52,135113044,165442895872.0,1.16,0.74,67.75,4.52,399005.SZ
2020-12-07,9277.59,9268.85,9310.59,9242.18,134675538,165696802816.0,0.74,-0.05,-4.83,4.51,399005.SZ
