date,open,close,high,low,volume,amount,amplitude,change_percent,change_amount,turnover,symbol
2020-02-25,2218.33,2287.31,2293.46,2171.68,203878175,320273780736.0,5.38,1.03,23.34,3.75,399006.SZ
2020-02-26,2248.65,2180.7,2263.07,2173.2,181700145,275653705728.0,3.93,-4.66,-106.61,3.35,399006.SZ
2020-02-27,2200.38,2196.71,2233.76,2163.88,151009505,226726195200.0,3.2,0.73,16.01,2.78,399006.SZ
2020-02-28,2114.32,2071.57,2155.97,2068.93,163640947,240165888000.0,3.96,-5.7,-125.14,3.01,399006.SZ
2020-03-02,2110.45,2135.42,2153.22,2082.97,135581757,203270057984.0,3.39,3.08,63.85,2.5,399006.SZ
2020-03-03,2190.5,2173.35,2238.73,2151.52,164936783,244497887232.0,4.08,1.78,37.93,3.04,399006.SZ
2020-03-04,2159.86,2169.44,2180.43,2122.45,136894653,200034185216.0,2.67,-0.18,-3.91,2.52,399006.SZ
2020-03-05,2206.08,2209.59,2216.82,2176.49,153722440,225376960512.0,1.86,1.85,40.15,2.83,399006.SZ
2020-03-06,2178.5,2192.94,2220.36,2175.01,132655706,179819413504.0,2.05,-0.75,-16.65,2.44,399006.SZ
2020-03-09,2151.27,2093.06,2163.73,2091.86,147291766,206355673088.0,3.28,-4.55,-99.88,2.71,399006.SZ
2020-03-10,2083.2,2148.81,2151.45,2052.06,146435948,211479465984.0,4.75,2.66,55.75,2.7,399006.SZ
2020-03-11,2157.93,2101.46,2162.6,2100.51,138201956,196260536320.0,2.89,-2.2,-47.35,2.54,399006.SZ
2020-03-12,2070.22,2045.93,2076.01,2025.91,116725612,166985175040.0,2.38,-2.64,-55.53,2.15,399006.SZ
2020-03-13,1937.95,2030.58,2055.33,1937.95,139508390,192739643392.0,5.74,-0.75,-15.35,2.57,399006.SZ
2020-03-16,2034.75,1910.77,2036.73,1902.4,141969966,202262564864.0,6.62,-5.9,-119.81,2.61,399006.SZ
2020-03-17,1941.2,1917.7,1955.62,1847.51,118215892,167196983296.0,5.66,0.36,6.93,2.18,399006.SZ
2020-03-18,1941.3,1887.04,1980.79,1887.04,119135601,175202762752.0,4.89,-1.6,-30.66,2.19,399006.SZ
2020-03-19,1898.76,1894.94,1908.69,1838.31,111763653,164730748928.0,3.73,0.42,7.9,2.06,399006.SZ
