symbol,symbol_type,total_return,annual_return,max_drawdown,sharpe_ratio,final_value,dca_buy_count,dca_sell_count,t_buy_count,t_sell_count,t_profit,data_points,start_date,end_date,data_start_date,data_end_date,annual_returns
159228.SZ,etf,5.299999999976717e-05,8.914907665591443e-05,-0.0035999191378854795,0.017766313519958183,500026.4999999999,30,0,6,6,441.6000000000013,0,,,2025-06-18,2026-01-21,"[{""year"": 2025, ""return"": 0.0002591999999997206, ""profit"": 129.5999999998603}, {""year"": 2026, ""return"": -0.00024912471451134455, ""profit"": -124.60000000003492}]"
159229.SZ,etf,0.010506799999999815,0.015315198687191778,-0.003236134854827341,1.6957633637370308,505253.3999999999,34,0,5,5,648.8000000000002,0,,,2025-05-15,2026-01-21,"[{""year"": 2025, ""return"": 0.00729339999999979, ""profit"": 3646.699999999895}, {""year"": 2026, ""return"": 0.0028727321880383087, ""profit"": 1447.3000000000466}]"
159230.SZ,etf,0.010205599999999976,0.015828042730398506,-0.007822269365626475,0.8063905678371174,505102.8,32,0,4,4,-13.699999999999818,0,,,2025-05-30,2026-01-21,"[{""year"": 2025, ""return"": 0.006248399999999907, ""profit"": 3124.1999999999534}, {""year"": 2026, ""return"": 0.0030040310570107562, ""profit"": 1512.8000000000466}]"
159231.SZ,etf,0.013539800000000162,0.018555326665461225,-0.009342602694443345,0.8786239195626917,506769.9000000001,35,0,5,5,304.0,0,,,2025-04-29,2026-01-21,"[{""year"": 2025, ""return"": 0.008727800000000046, ""profit"": 4363.900000000023}, {""year"": 2026, ""return"": 0.003801122271942072, ""profit"": 1919.0}]"
159232.SZ,etf,0.011667000000000117,0.016043902731810666,-0.0039523757348542046,1.7460788218185535,505833.50000000006,35,0,4,4,625.1000000000013,0,,,2025-04-30,2026-01-21,"[{""year"": 2025, ""return"": 0.008616800000000162, ""profit"": 4308.4000000000815}, {""year"": 2026, ""return"": 0.0026471859155041246, ""profit"": 1335.5}]"
159233.SZ,etf,0.011692000000000117,0.018536920223471975,-0.0029929044224332453,2.0168436713514346,505846.00000000006,32,0,4,3,1071.8000000000002,0,,,2025-06-04,2026-01-21,"[{""year"": 2025, ""return"": 0.00803120000000007, ""profit"": 4015.600000000035}, {""year"": 2026, ""return"": 0.0032928337132859947, ""profit"": 1660.2000000000698}]"
159235.SZ,etf,0.012411199999999954,0.017069637842576313,-0.003828197094573811,1.7580964284748046,506205.6,35,0,5,4,694.2000000000007,0,,,2025-04-30,2026-01-21,"[{""year"": 2025, ""return"": 0.00864079999999993, ""profit"": 4320.399999999965}, {""year"": 2026, ""return"": 0.00336247584781412, ""profit"": 1696.4000000000233}]"
159236.SZ,etf,0.011373800000000163,0.01664909965778305,-0.003820020491868142,1.792861446567178,505686.9000000001,34,0,3,3,797.7000000000007,0,,,2025-05-16,2026-01-21,"[{""year"": 2025, ""return"": 0.00797060000000021, ""profit"": 3985.300000000105}, {""year"": 2026, ""return"": 0.0030065190170558923, ""profit"": 1515.7999999999884}]"
159237.SZ,etf,-0.0013534000000000232,-0.002493479968265544,-0.005938333700931264,-0.24904435756125065,499323.3,28,0,3,3,-13.00000000000091,0,,,2025-07-07,2026-01-21,"[{""year"": 2025, ""return"": -0.0019024190241902653, ""profit"": -951.2000000000116}, {""year"": 2026, ""return"": 0.0005700959524590072, ""profit"": 284.5}]"
159238.SZ,etf,0.007662799999999697,0.012404895702128549,-0.004212879066780637,1.3317023579249851,503831.39999999985,32,0,4,4,789.3000000000011,0,,,2025-06-09,2026-01-21,"[{""year"": 2025, ""return"": 0.005881058810587873, ""profit"": 2940.4999999998836}, {""year"": 2026, ""return"": 0.0006655461023249526, ""profit"": 335.1000000000349}]"
